team1,team2,win
pet-boar,pet-gorilla,0
pet-boar,pet-leopard,2
pet-boar,pet-mammoth,0
pet-boar,pet-octopus,2
pet-boar,pet-sauropod,0
pet-boar,pet-snake,0
pet-boar,pet-tiger,0
pet-boar,pet-tyrannosaurus,2
pet-boar,pet-dirty-rat,0
pet-boar,pet-butterfly,2
pet-boar,pet-bee,0
pet-boar,pet-none,0
pet-dragon,pet-dragon,2
pet-dragon,pet-fly,0
pet-dragon,pet-gorilla,1
pet-dragon,pet-leopard,2
pet-dragon,pet-mammoth,0
pet-dragon,pet-octopus,1
pet-dragon,pet-sauropod,2
pet-dragon,pet-snake,0
pet-dragon,pet-tiger,0
pet-dragon,pet-tyrannosaurus,2
pet-dragon,pet-dirty-rat,0
pet-dragon,pet-butterfly,2
pet-dragon,pet-bee,0
pet-dragon,pet-none,0
pet-fly,pet-fly,2
pet-fly,pet-gorilla,1
pet-fly,pet-leopard,1
pet-fly,pet-mammoth,2
pet-fly,pet-octopus,1
pet-fly,pet-sauropod,1
pet-fly,pet-snake,1
pet-fly,pet-tiger,0
pet-fly,pet-tyrannosaurus,2
pet-fly,pet-dirty-rat,0
pet-fly,pet-butterfly,2
pet-fly,pet-bee,0
pet-fly,pet-none,0
pet-gorilla,pet-gorilla,2
pet-gorilla,pet-leopard,0
pet-gorilla,pet-mammoth,0
pet-gorilla,pet-octopus,0
pet-gorilla,pet-sauropod,0
pet-gorilla,pet-snake,0
pet-gorilla,pet-tiger,0
pet-gorilla,pet-tyrannosaurus,2
pet-gorilla,pet-dirty-rat,0
pet-gorilla,pet-butterfly,0
pet-gorilla,pet-bee,0
pet-gorilla,pet-none,0
pet-leopard,pet-leopard,2
pet-leopard,pet-mammoth,0
pet-leopard,pet-octopus,2
pet-leopard,pet-sauropod,2
pet-leopard,pet-snake,2
pet-leopard,pet-tiger,0
pet-leopard,pet-tyrannosaurus,0
pet-leopard,pet-dirty-rat,0
pet-leopard,pet-butterfly,0
pet-leopard,pet-bee,0
pet-leopard,pet-none,0
pet-mammoth,pet-mammoth,2
pet-mammoth,pet-octopus,1
pet-mammoth,pet-sauropod,1
pet-mammoth,pet-snake,2
pet-mammoth,pet-tiger,0
pet-mammoth,pet-tyrannosaurus,2
pet-mammoth,pet-dirty-rat,0
pet-mammoth,pet-butterfly,2
pet-mammoth,pet-bee,0
pet-mammoth,pet-none,0
pet-octopus,pet-octopus,2
pet-octopus,pet-sauropod,2
pet-octopus,pet-snake,0
pet-octopus,pet-tiger,0
pet-octopus,pet-tyrannosaurus,2
pet-octopus,pet-dirty-rat,0
pet-octopus,pet-butterfly,2
pet-octopus,pet-bee,0
pet-octopus,pet-none,0
pet-sauropod,pet-sauropod,2
pet-sauropod,pet-snake,2
pet-sauropod,pet-tiger,0
pet-sauropod,pet-tyrannosaurus,0
pet-sauropod,pet-dirty-rat,0
pet-sauropod,pet-butterfly,2
pet-sauropod,pet-bee,0
pet-sauropod,pet-none,0
pet-snake,pet-snake,2
pet-snake,pet-tiger,0
pet-snake,pet-tyrannosaurus,2
pet-snake,pet-dirty-rat,0
pet-snake,pet-butterfly,2
pet-snake,pet-bee,0
pet-snake,pet-none,0
pet-tiger,pet-tiger,2
pet-tiger,pet-tyrannosaurus,2
pet-tiger,pet-dirty-rat,0
pet-tiger,pet-butterfly,2
pet-tiger,pet-bee,0
pet-tiger,pet-none,0
pet-tyrannosaurus,pet-tyrannosaurus,2
pet-tyrannosaurus,pet-dirty-rat,0
pet-tyrannosaurus,pet-butterfly,2
pet-tyrannosaurus,pet-bee,0
pet-tyrannosaurus,pet-none,0
pet-dirty-rat,pet-dirty-rat,2
pet-dirty-rat,pet-butterfly,2
pet-dirty-rat,pet-bee,2
pet-dirty-rat,pet-none,0
pet-butterfly,pet-butterfly,2
pet-butterfly,pet-bee,2
pet-butterfly,pet-none,0
pet-bee,pet-bee,2
pet-bee,pet-none,0
pet-none,pet-none,2
